Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-29 23:57:43.901,114299.9,0.236,BTCUSDT
2025-09-29 23:57:43.917,114300.0,0.001,BTCUSDT
2025-09-29 23:57:43.943,114300.0,0.032,BTCUSDT
2025-09-29 23:57:43.957,114300.0,0.18,BTCUSDT
2025-09-29 23:57:44.149,114299.9,0.415,BTCUSDT
2025-09-29 23:57:44.149,114299.9,0.001,BTCUSDT
2025-09-29 23:57:44.149,114299.9,0.001,BTCUSDT
2025-09-29 23:57:44.149,114299.9,0.001,BTCUSDT
2025-09-29 23:57:44.149,114299.9,0.001,BTCUSDT
2025-09-29 23:57:44.149,114299.9,0.06,BTCUSDT
2025-09-29 23:57:44.149,114299.9,0.001,BTCUSDT
2025-09-29 23:57:44.149,114299.9,0.007,BTCUSDT
2025-09-29 23:57:44.200,114299.9,0.002,BTCUSDT
2025-09-29 23:57:44.230,114299.9,0.004,BTCUSDT
2025-09-29 23:57:44.493,114299.9,0.001,BTCUSDT
2025-09-29 23:57:44.583,114299.9,0.004,BTCUSDT
2025-09-29 23:57:44.877,114299.9,0.605,BTCUSDT
2025-09-29 23:57:44.877,114299.9,0.3,BTCUSDT
2025-09-29 23:57:44.877,114299.9,0.001,BTCUSDT
